Median_House_Value,Latitude,Longitude
172000,32.84,-117.19
184100,32.83,-117.18
169800,32.83,-117.19
173300,32.83,-117.19
212500,32.83,-117.17
198100,32.82,-117.17
197600,32.82,-117.17
182800,32.83,-117.18
162000,32.83,-117.18
188000,32.82,-117.16
184100,32.81,-117.17
185700,32.81,-117.17
179500,32.81,-117.18
187500,32.82,-117.17
159000,32.81,-117.16
172400,32.81,-117.16
159700,32.8,-117.16
177800,32.8,-117.16
176300,32.81,-117.16
178700,32.81,-117.17
177500,32.83,-117.14
162300,32.82,-117.18
204000,32.81,-117.18
207000,32.81,-117.19
217100,32.8,-117.18
198500,32.8,-117.18
140400,32.79,-117.18
123600,32.79,-117.17
133300,32.79,-117.17
187500,32.8,-117.16
157600,32.8,-117.17
87500,32.8,-117.15
146300,32.8,-117.15
178600,32.78,-117.16
154300,32.79,-117.16
164100,32.78,-117.17
165000,32.78,-117.16
145200,32.78,-117.17
166800,32.77,-117.17
164800,32.77,-117.17
87500,32.77,-117.18
158900,32.76,-117.18
67500,32.76,-117.18
210000,32.78,-117.18
200600,32.77,-117.18
302100,32.81,-117.21
2.00E+05,32.8,-117.2
3.00E+05,32.79,-117.2
294100,32.8,-117.2
289600,32.8,-117.21
166300,32.8,-117.19
168400,32.8,-117.2
235100,32.79,-117.19
238400,32.79,-117.19
276000,32.79,-117.2
255600,32.79,-117.2
192200,32.79,-117.2
252000,32.78,-117.19
241600,32.78,-117.2
238000,32.77,-117.19
151000,32.77,-117.19
143800,32.77,-117.19
140600,32.77,-117.19
137500,32.77,-117.2
196900,32.77,-117.2
178300,32.81,-117.15
166700,32.8,-117.15
156900,32.8,-117.14
179800,32.8,-117.14
169600,32.8,-117.14
188600,32.79,-117.14
205100,32.78,-117.15
183000,32.79,-117.14
177400,32.81,-117.13
179100,32.81,-117.14
108300,32.8,-117.13
175300,32.8,-117.13
174200,32.8,-117.12
166500,32.81,-117.13
166300,32.8,-117.12
174900,32.8,-117.13
174100,32.79,-117.13
173800,32.79,-117.13
124200,32.78,-117.12
92200,32.77,-117.15
288200,32.81,-117.09
175000,32.82,-117.11
112500,32.82,-117.11
67500,32.81,-117.11
67500,32.8,-117.11
131300,32.8,-117.09
243000,32.84,-117.11
166500,32.82,-117.11
248100,32.83,-117.1
179500,32.83,-117.1
264000,32.83,-117.09
278600,32.82,-117.08
271700,32.82,-117.08
260600,32.83,-117.08
177400,32.83,-117.04
477600,32.91,-117.07
436100,32.9,-117.04
184500,32.8,-117.08
169700,32.79,-117.09
174100,32.8,-117.09
178100,32.8,-117.08
96900,32.79,-117.11
129300,32.79,-117.11
73500,32.78,-117.11
133200,32.78,-117.11
171200,32.79,-117.09
170000,32.79,-117.09
177700,32.79,-117.09
165300,32.78,-117.09
181000,32.8,-117.07
168900,32.8,-117.07
170800,32.79,-117.07
195100,32.8,-117.07
224200,32.81,-117.07
234700,32.81,-117.06
228600,32.81,-117.05
180400,32.8,-117.05
222000,32.8,-117.06
277600,32.79,-117.07
268300,32.78,-117.07
222800,32.78,-117.08
306800,32.79,-117.04
243400,32.8,-117.04
94600,32.8,-117.05
249000,32.8,-117.05
330600,32.8,-117.05
331800,32.79,-117.06
391300,32.79,-117.06
220800,32.78,-117.06
177200,32.8,-117.02
220500,32.79,-117.03
220000,32.8,-117.03
146700,32.8,-117.04
84200,32.8,-117.01
160200,32.8,-117.01
168900,32.8,-117.01
159300,32.79,-117.01
168900,32.8,-117.02
170000,32.8,-117.02
185100,32.81,-117.01
164000,32.81,-117.02
180900,32.81,-117.02
193500,32.81,-117.01
182200,32.81,-117.02
209700,32.82,-117.03
254200,32.81,-117.04
197000,32.82,-117.05
131900,32.59,-117.05
148800,32.59,-117.06
136900,32.58,-117.05
147700,32.58,-117.06
107600,32.58,-117.06
142400,32.58,-117.06
156500,32.57,-117.06
152100,32.58,-117.04
132100,32.58,-117.04
134800,32.58,-117.05
132700,32.58,-117.05
127600,32.57,-117.05
123600,32.57,-117.06
141100,32.57,-117.06
138000,32.57,-117.05
114900,32.56,-117.05
134500,32.56,-117.05
95000,32.57,-117.06
153300,32.56,-116.97
93200,32.55,-117.04
139300,32.56,-117.05
140400,32.56,-117.06
125000,32.56,-117.06
108800,32.55,-117.06
67500,32.54,-117.04
87500,32.59,-117.1
120800,32.58,-117.1
132800,32.58,-117.1
122700,32.58,-117.1
136800,32.58,-117.1
144900,32.57,-117.1
146800,32.56,-117.1
131400,32.57,-117.07
103200,32.57,-117.08
93600,32.57,-117.07
142600,32.56,-117.07
153000,32.59,-117.08
142700,32.58,-117.08
131000,32.58,-117.08
134400,32.58,-117.07
135300,32.58,-117.09
88300,32.57,-117.08
139500,32.57,-117.09
160700,32.57,-117.09
138900,32.57,-117.09
151500,32.56,-117.09
144400,32.55,-117.09
136700,32.58,-117.12
174100,32.57,-117.12
156000,32.58,-117.13
159400,32.58,-117.13
195300,32.58,-117.13
257700,32.56,-117.12
135600,32.58,-117.11
140500,32.57,-117.11
133300,32.57,-117.12
131600,32.58,-117.12
125000,32.58,-117.11
127600,32.58,-117.1
133700,32.57,-117.1
143200,32.59,-117.11
132500,32.58,-117.11
153100,32.59,-117.11
144500,32.59,-117.12
147800,32.58,-117.16
478500,32.63,-117.13
67500,32.63,-117.17
187500,32.68,-117.17
500001,32.68,-117.18
500001,32.69,-117.18
320800,32.69,-117.18
452800,32.69,-117.18
500001,32.69,-117.17
432400,32.69,-117.18
334600,32.69,-117.17
422200,32.69,-117.17
409700,32.7,-117.17
368800,32.7,-117.18
404500,32.7,-117.18
482700,32.69,-117.19
125000,32.68,-117.11
93000,32.67,-117.11
92500,32.67,-117.11
47500,32.67,-117.11
60000,32.66,-117.12
83300,32.67,-117.11
118800,32.66,-117.11
117000,32.67,-117.09
127100,32.66,-117.09
114300,32.66,-117.09
106300,32.66,-117.1
109100,32.67,-117.1
110600,32.67,-117.1
120600,32.68,-117.09
108900,32.67,-117.09
92900,32.67,-117.1
88900,32.68,-117.1
103600,32.69,-117.1
107600,32.68,-117.1
90300,32.68,-117.1
93600,32.68,-117.1
97800,32.68,-117.1
99600,32.68,-117.1
118000,32.69,-117.07
117000,32.69,-117.08
111400,32.69,-117.08
112700,32.69,-117.09
1.00E+05,32.68,-117.09
153300,32.69,-117.07
112400,32.68,-117.08
122600,32.68,-117.08
104900,32.68,-117.09
112300,32.67,-117.07
118200,32.67,-117.08
136300,32.66,-117.09
103400,32.66,-117.08
95600,32.67,-117.07
204900,32.65,-117.07
172800,32.64,-117.07
145800,32.64,-117.08
147000,32.65,-117.08
150000,32.64,-117.08
141700,32.64,-117.08
145800,32.65,-117.09
150000,32.65,-117.09
123800,32.65,-117.08
145900,32.64,-117.09
142700,32.64,-117.09
134700,32.64,-117.1
57500,32.64,-117.09
131300,32.64,-117.09
67500,32.63,-117.09
67500,32.64,-117.11
131500,32.62,-117.11
128700,32.62,-117.09
129700,32.62,-117.09
129700,32.62,-117.09
139800,32.63,-117.08
147500,32.64,-117.09
150000,32.63,-117.09
150400,32.64,-117.07
156900,32.63,-117.07
129500,32.64,-117.07
160200,32.63,-117.06
189700,32.62,-117.06
154900,32.63,-117.07
145500,32.63,-117.07
159400,32.63,-117.08
146300,32.63,-117.08
158600,32.62,-117.08
150400,32.62,-117.08
118800,32.61,-117.09
113000,32.61,-117.09
151900,32.62,-117.08
149100,32.61,-117.08
155900,32.62,-117.07
128300,32.61,-117.06
135500,32.61,-117.07
67500,32.6,-117.07
96200,32.59,-117.07
134400,32.59,-117.08
121900,32.6,-117.08
128400,32.61,-117.07
152300,32.61,-117.06
131100,32.61,-117.06
106300,32.6,-117.07
94600,32.6,-117.06
107300,32.6,-117.06
108200,32.6,-117.06
160100,32.63,-117.05
144500,32.62,-117.05
156000,32.62,-117.04
139900,32.61,-117.05
129700,32.61,-117.05
139300,32.61,-117.05
139800,32.6,-117.04
152900,32.6,-117.04
98300,32.59,-117.05
160200,32.63,-117.04
151900,32.62,-117.04
171300,32.61,-117.03
166900,32.61,-117.03
143400,32.6,-117.03
98100,32.59,-117.02
184300,32.62,-116.98
186100,32.64,-117.06
169800,32.63,-117.06
156300,32.68,-116.98
266900,32.67,-117.01
264100,32.67,-117
245200,32.67,-117.02
293900,32.66,-117.01
273600,32.66,-117.02
233400,32.65,-116.97
193500,32.64,-116.99
247800,32.65,-117.04
290500,32.65,-117.03
170400,32.64,-117
221600,32.63,-117.01
225600,32.64,-117.04
281700,32.64,-117.02
227700,32.63,-117.03
213700,32.63,-117.03
181600,32.63,-117.04
189900,32.74,-116.99
158300,32.74,-116.98
173700,32.74,-116.98
162300,32.74,-116.98
158300,32.72,-116.98
175300,32.73,-116.98
223300,32.72,-116.98
176100,32.74,-116.97
141700,32.74,-116.95
155000,32.71,-116.96
157100,32.73,-116.95
270700,32.76,-116.97
214000,32.75,-116.98
186900,32.75,-116.97
170800,32.75,-116.98
228900,32.76,-116.97
266200,32.76,-116.95
229700,32.75,-116.94
181300,32.76,-116.92
249400,32.76,-116.92
240900,32.75,-116.91
189100,32.76,-117
273500,32.76,-116.99
215300,32.74,-116.99
118800,32.74,-117
153800,32.73,-116.99
178100,32.75,-117.01
152500,32.75,-117.01
135200,32.74,-117.01
120800,32.73,-117.01
127600,32.73,-117
143200,32.72,-117
132300,32.72,-117.01
150100,32.7,-116.99
131000,32.7,-117
121400,32.71,-116.98
113800,32.71,-116.99
123500,32.71,-117
129100,32.71,-117.01
169500,32.72,-116.99
143300,32.72,-116.99
149600,32.72,-116.99
169500,32.72,-116.99
144700,32.74,-117.02
142000,32.73,-117.03
154400,32.73,-117.03
130400,32.74,-117.03
141400,32.73,-117.02
126900,32.72,-117.02
123600,32.73,-117.03
125400,32.72,-117.03
120600,32.72,-117.03
137000,32.72,-117.04
130700,32.73,-117.04
125400,32.73,-117.04
133900,32.72,-117.05
133900,32.73,-117.05
129700,32.74,-117.03
140700,32.74,-117.04
119200,32.74,-117.02
132000,32.74,-117.04
144000,32.75,-117.04
142900,32.75,-117.05
133700,32.75,-117.05
161200,32.77,-117.03
154200,32.76,-117.02
185700,32.76,-117.02
217100,32.75,-117.02
187300,32.75,-117.03
148900,32.77,-117.04
141400,32.76,-117.04
154800,32.76,-117.05
152200,32.76,-117.04
144700,32.77,-117.04
118200,32.77,-117.03
161700,32.78,-117.05
171300,32.78,-117.03
158200,32.78,-117.02
174400,32.79,-117.03
166300,32.79,-117.03
173500,32.77,-117
189600,32.76,-117.01
223700,32.76,-117.01
185200,32.77,-117.01
164200,32.77,-117.01
149300,32.77,-117.01
155300,32.79,-117.01
235600,32.78,-117.01
163000,32.78,-117.02
147900,32.79,-117.02
165100,32.79,-116.99
165800,32.79,-116.99
222800,32.78,-116.99
155800,32.79,-117
301600,32.77,-116.99
379600,32.77,-116.98
226800,32.76,-117
241400,32.77,-117
138100,32.78,-116.95
132800,32.78,-116.96
226900,32.78,-116.97
159100,32.78,-116.92
316400,32.78,-116.91
275000,32.77,-116.92
307100,32.77,-116.9
296400,32.78,-116.95
303400,32.77,-116.95
193200,32.78,-116.94
197600,32.83,-116.85
143200,32.81,-116.88
187200,32.8,-116.86
167800,32.83,-116.83
210500,32.81,-116.83
142000,32.79,-116.92
140600,32.79,-116.93
208800,32.8,-116.91
294700,32.79,-116.9
109800,32.8,-116.94
142300,32.79,-116.93
123200,32.79,-116.95
120800,32.8,-116.96
123800,32.79,-116.96
133700,32.79,-116.96
104200,32.8,-116.96
112500,32.79,-116.97
138800,32.79,-116.96
138600,32.78,-116.97
136400,32.78,-116.97
113600,32.79,-116.97
189700,32.79,-116.98
164400,32.8,-116.98
195800,32.8,-116.99
150300,32.8,-117
144100,32.8,-117
201000,32.81,-116.99
250000,32.81,-116.99
112500,32.83,-116.97
125000,32.81,-116.97
111400,32.8,-116.97
135200,32.81,-116.94
137500,32.8,-116.94
124100,32.8,-116.96
134400,32.8,-116.96
165300,32.82,-116.92
158900,32.81,-116.92
171000,32.82,-116.93
232000,32.81,-116.91
160400,32.8,-116.92
112500,32.81,-116.92
130000,32.8,-116.93
125400,32.81,-116.93
135700,32.82,-116.95
108300,32.82,-116.95
147700,32.81,-116.95
152500,32.81,-116.96
159200,32.82,-116.94
143500,32.81,-116.94
1.00E+05,32.81,-116.95
144900,32.82,-116.95
117300,32.83,-116.97
154600,32.83,-116.99
134200,32.85,-116.99
134500,32.85,-116.98
121900,32.83,-117.01
143300,32.84,-117.01
148300,32.84,-117.02
166100,32.85,-116.96
160300,32.86,-116.96
158500,32.87,-116.96
151700,32.88,-116.98
153200,32.86,-116.98
146400,32.86,-116.98
150400,32.87,-117
151400,32.85,-117.01
140800,32.85,-117
168700,32.83,-116.95
129400,32.84,-116.95
119000,32.85,-116.93
150000,32.85,-116.93
161000,32.85,-116.94
166300,32.84,-116.94
147800,32.83,-116.94
196600,32.86,-116.88
285400,32.87,-116.86
202100,32.86,-116.84
158300,32.85,-116.89
147100,32.87,-116.91
139500,32.86,-116.91
131000,32.86,-116.91
127000,32.86,-116.92
172500,32.83,-116.93
163500,32.83,-116.93
155700,32.82,-116.92
145000,32.85,-116.92
178000,32.84,-116.92
174400,32.83,-116.91
184600,32.82,-116.92
159500,32.85,-116.91
185300,32.85,-116.89
153800,32.84,-116.9
154400,32.82,-116.89
146900,32.84,-116.9
170100,32.82,-116.91
186500,32.9,-116.96
227800,32.89,-116.94
177200,32.87,-116.94
211900,32.87,-116.93
189200,32.9,-116.9
119300,32.92,-116.84
211100,33.01,-117.05
429300,33.01,-117.05
342300,33.01,-117.04
387400,33,-117.03
314900,32.99,-117.04
192900,32.98,-117.04
180700,32.99,-117.06
194300,32.97,-117.05
165800,32.96,-117.05
175700,32.97,-117.04
231200,32.97,-117.03
182100,32.96,-117.03
181300,32.96,-116.99
160100,32.95,-117.02
168900,32.95,-117.03
178600,32.95,-117.05
167800,32.95,-117.05
121100,33.02,-117.06
159100,33.01,-117.06
169400,33.01,-117.07
148200,33.02,-117.07
278000,33.04,-117.06
265400,33.03,-117.06
268500,33.03,-117.07
328200,33.03,-117.07
160600,33.03,-117.08
210100,33.04,-117.07
137900,33.03,-117.08
229300,33.03,-117.08
137200,33.03,-117.08
220700,33.03,-117.09
264100,33.04,-117.08
450400,33.02,-117.15
85800,32.97,-117.1
167600,32.96,-117.1
278600,33.05,-117.05
4.00E+05,33.04,-117.05
222200,33.03,-117.05
144600,33.03,-117.05
261500,33.02,-117.06
260100,33.02,-117.05
362300,33.04,-117.01
296200,33.03,-117.04
378300,32.99,-117.01
500001,33.01,-116.99
255700,32.91,-117.09
282200,32.91,-117.09
255100,32.9,-117.09
184300,32.9,-117.1
161500,32.9,-117.11
310600,32.91,-117.11
248400,32.91,-117.08
308300,32.93,-117.08
327900,32.91,-117.08
294100,33.01,-117.07
209200,33.01,-117.06
281600,33,-117.07
241500,33,-117.07
238700,33.01,-117.08
201400,32.99,-117.09
216800,32.99,-117.09
268800,32.98,-117.09
156300,32.96,-117.12
263600,32.97,-117.11
261100,33,-117.1
231800,32.95,-117.11
218100,32.95,-117.12
238300,32.96,-117.12
263700,32.95,-117.12
246500,32.97,-117.08
192300,32.97,-117.06
296200,33.06,-117.25
213400,33.05,-117.25
240900,33.05,-117.26
319800,33.06,-117.26
169200,33.05,-117.24
344200,33.05,-117.24
411300,33.07,-117.2
404500,33.06,-117.16
500001,33.03,-117.21
500001,33.02,-117.18
500001,33.02,-117.21
500001,33.01,-117.23
500001,32.97,-117.26
500001,32.96,-117.26
500001,32.95,-117.26
500001,32.95,-117.26
500001,32.96,-117.3
396000,33.01,-117.25
369100,33,-117.24
500001,32.99,-117.23
439900,32.99,-117.25
485300,33,-117.25
393500,33,-117.26
387800,33,-117.27
492500,33,-117.31
231300,32.99,-117.26
382100,32.99,-117.27
226900,32.98,-117.26
244700,32.98,-117.31
230700,32.98,-117.27
394400,33.01,-117.32
347700,33.02,-117.28
376700,33.02,-117.27
278300,33.04,-117.26
269600,33.04,-117.26
147600,33.04,-117.24
324600,33.03,-117.25
215800,33.03,-117.27
148700,33.03,-117.27
369800,33.02,-117.26
220900,33.03,-117.27
286100,33.02,-117.27
3.00E+05,33.05,-117.29
252700,33.04,-117.28
214600,33.04,-117.27
286900,33.04,-117.29
314300,33.03,-117.33
295100,33.07,-117.3
346700,33.08,-117.29
342400,33.08,-117.27
338700,33.06,-117.29
245800,33.06,-117.28
367100,33.06,-117.27
122400,33.05,-117.27
343200,33.08,-117.3
357100,33.06,-117.34
369400,33.07,-117.31
284800,33.07,-117.3
276300,33.06,-117.3
290000,33.06,-117.3
331300,33.05,-117.3
281300,33.17,-117.33
243700,33.16,-117.34
245500,33.16,-117.33
262100,33.15,-117.32
354000,33.12,-117.32
500001,33.1,-117.31
183000,33.13,-117.29
188100,33.11,-117.31
168800,33.12,-117.29
259800,33.1,-117.29
267900,33.1,-117.28
185600,33.17,-117.35
187500,33.16,-117.34
178500,33.15,-117.34
500001,33.16,-117.35
206300,33.16,-117.35
283300,33.15,-117.34
181800,33.18,-117.36
185400,33.18,-117.36
198000,33.17,-117.35
500001,33.17,-117.36
266700,33.18,-117.37
173800,33.19,-117.37
208600,33.19,-117.37
192500,33.19,-117.37
185000,33.19,-117.37
197900,33.19,-117.38
313300,33.14,-117.38
5.00E+05,33.19,-117.38
106300,33.2,-117.38
187500,33.2,-117.37
162500,33.19,-117.38
184400,33.2,-117.38
166100,33.2,-117.36
169900,33.2,-117.36
150800,33.2,-117.36
169700,33.2,-117.35
150300,33.21,-117.35
145700,33.21,-117.34
142900,33.2,-117.35
216100,33.21,-117.34
198100,33.19,-117.35
224500,33.19,-117.34
173600,33.19,-117.33
274100,33.19,-117.34
153800,33.24,-117.29
98500,33.23,-117.3
169300,33.23,-117.32
162400,33.24,-117.31
108900,33.22,-117.32
91200,33.22,-117.33
91700,33.22,-117.32
85800,33.21,-117.33
184100,33.22,-117.3
215500,33.19,-117.31
157300,33.2,-117.29
87700,33.18,-117.31
151600,33.19,-117.29
152100,33.2,-117.28
125600,33.22,-117.37
189800,33.23,-117.35
117100,33.21,-117.35
103300,33.21,-117.38
99600,33.2,-117.37
150700,33.28,-117.28
359000,33.3,-117.25
173900,33.26,-117.26
133800,33.26,-117.3
131000,33.25,-117.3
102300,33.25,-117.31
97100,33.25,-117.31
186900,33.25,-117.32
170900,33.25,-117.32
141000,33.23,-117.34
155600,33.23,-117.33
127900,33.23,-117.33
143400,33.24,-117.33
134400,33.35,-117.42
257300,33.34,-117.24
263300,33.36,-117.22
331300,33.31,-117.22
325700,33.34,-117.21
314400,33.34,-117.19
189900,33.34,-117.17
295900,33.29,-117.2
376800,33.28,-117.17
146700,33.38,-117.25
227000,33.4,-117.24
173200,33.38,-117.23
171200,33.38,-117.24
134400,33.38,-117.25
137300,33.39,-117.25
154600,33.37,-117.26
146900,33.37,-117.25
180900,33.37,-117.24
222600,33.36,-117.24
247000,33.36,-117.25
273300,33.46,-117.34
296100,33.41,-117.19
208300,33.39,-117.14
291500,33.38,-117.2
168800,33.36,-117.1
117000,33.31,-116.95
243800,33.32,-117.03
267600,33.29,-117.05
264700,33.26,-117.05
232800,33.27,-117.12
419200,33.29,-117
254100,33.26,-116.98
250000,33.2,-116.99
234500,33.22,-116.9
281300,33.23,-117.14
298100,33.23,-117.11
272200,33.23,-117.08
307300,33.24,-117.2
294600,33.2,-117.15
286400,33.2,-117.2
190800,33.22,-117.22
175000,33.22,-117.22
162500,33.22,-117.22
240100,33.24,-117.23
196000,33.23,-117.24
150900,33.23,-117.24
172000,33.23,-117.23
97000,33.22,-117.23
148800,33.22,-117.23
162500,33.22,-117.24
151400,33.21,-117.24
164600,33.21,-117.23
205000,33.25,-117.25
198500,33.23,-117.27
196700,33.22,-117.27
90800,33.22,-117.27
98600,33.22,-117.28
177500,33.21,-117.27
142600,33.22,-117.25
135800,33.22,-117.25
136000,33.21,-117.26
175600,33.2,-117.28
150700,33.2,-117.27
121900,33.2,-117.26
156900,33.2,-117.27
139300,33.19,-117.27
165800,33.19,-117.28
127200,33.21,-117.25
121700,33.21,-117.24
111300,33.21,-117.24
147500,33.2,-117.24
171700,33.2,-117.24
124500,33.2,-117.25
131300,33.2,-117.25
117000,33.21,-117.25
213800,33.21,-117.23
198800,33.21,-117.22
205500,33.2,-117.22
166000,33.2,-117.23
212500,33.2,-117.23
253700,33.2,-117.21
216900,33.19,-117.22
215700,33.18,-117.27
216100,33.19,-117.26
158500,33.19,-117.26
207000,33.19,-117.25
159400,33.19,-117.24
192500,33.19,-117.23
200200,33.18,-117.24
182600,33.17,-117.3
239000,33.17,-117.32
283900,33.17,-117.31
247800,33.16,-117.31
224400,33.16,-117.31
111400,33.18,-117.29
160600,33.18,-117.29
157300,33.18,-117.28
178100,33.18,-117.28
225600,33.18,-117.26
244900,33.15,-117.27
87500,33.15,-117.29
237500,33.17,-117.24
135700,33.17,-117.22
228100,33.16,-117.23
214500,33.16,-117.23
183900,33.18,-117.22
163800,33.17,-117.21
218500,33.19,-117.21
209700,33.18,-117.19
196000,33.16,-117.21
91600,33.16,-117.2
199000,33.15,-117.2
139200,33.14,-117.2
210400,33.14,-117.22
163300,33.14,-117.21
132800,33.13,-117.21
214300,33.18,-117.17
159900,33.16,-117.18
158500,33.16,-117.15
202700,33.16,-117.14
193200,33.15,-117.13
168400,33.15,-117.14
174600,33.15,-117.14
158900,33.14,-117.15
172600,33.15,-117.13
170700,33.14,-117.13
171400,33.14,-117.13
163600,33.14,-117.12
172600,33.14,-117.12
153900,33.14,-117.13
92000,33.14,-117.19
117500,33.15,-117.18
168000,33.13,-117.21
247800,33.12,-117.2
258900,33.12,-117.21
279900,33.11,-117.18
255800,33.12,-117.25
240300,33.11,-117.24
237400,33.1,-117.23
171900,33.1,-117.25
500001,33.09,-117.26
227100,33.09,-117.26
279600,33.09,-117.23
340300,33.08,-117.25
285200,33.08,-117.25
299600,33.08,-117.26
129900,33.13,-117.09
154200,33.14,-117.08
160900,33.14,-117.08
160600,33.14,-117.07
157700,33.15,-117.07
147500,33.15,-117.06
222400,33.19,-117.11
212800,33.18,-117.03
174800,33.17,-117.06
183800,33.17,-117.1
206700,33.16,-117.08
180400,33.15,-117.07
156800,33.14,-117.08
137500,33.15,-117.09
135300,33.13,-117.07
137500,33.13,-117.07
137200,33.14,-117.06
98500,33.13,-117.05
150000,33.15,-117.04
136300,33.14,-117.05
143500,33.13,-117.06
113700,33.13,-117.08
137500,33.12,-117.08
191100,33.15,-117.11
161100,33.15,-117.1
182800,33.15,-117.12
199800,33.18,-117.14
159500,33.14,-117.1
190500,33.14,-117.11
264000,33.12,-117.14
80000,33.13,-117.13
2.00E+05,33.12,-117.11
275000,33.12,-117.1
132400,33.11,-117.11
199600,33.07,-117.14
186600,33.07,-117.12
347300,33.07,-117.1
444100,33.07,-117.07
353000,33.09,-117.1
249100,33.08,-117.08
177000,33.1,-117.09
178300,33.09,-117.08
122500,33.12,-117.09
115100,33.11,-117.08
127700,33.11,-117.08
171600,33.11,-117.09
145500,33.12,-117.08
139900,33.11,-117.07
116700,33.11,-117.08
114300,33.12,-117.08
187700,33.12,-117.07
146300,33.12,-117.07
127000,33.12,-117.07
142300,33.11,-117.07
262500,33.09,-117.06
172800,33.13,-117.03
287500,33.13,-116.97
169900,33.13,-117.05
223500,33.11,-117.05
167500,33.13,-117.05
320200,33.1,-117.05
248300,33.12,-117.03
335600,33.09,-117.04
239900,33.06,-116.93
210900,32.99,-116.89
222600,32.96,-116.95
225900,33.08,-116.84
239100,33.08,-116.77
221000,33,-116.78
199200,33.01,-116.84
166700,33.05,-116.88
171500,33.02,-116.88
167200,33.03,-116.9
164500,33.05,-116.86
170200,33.02,-116.86
209800,33.02,-116.84
158200,33.33,-116.74
156300,33.16,-116.68
172900,33.06,-116.6
134400,33.09,-116.58
148200,33.05,-116.56
198100,33.04,-116.61
221900,33.09,-116.66
193800,32.97,-116.67
189900,32.9,-116.52
176400,33.36,-116.34
1.00E+05,33.28,-116.32
83700,33.07,-116.26
58800,32.84,-116.28
98700,33.19,-116.37
116500,32.69,-116.58
127100,32.65,-116.45
110700,32.74,-116.35
61800,32.64,-116.2
217400,32.85,-116.75
231800,32.84,-116.79
187200,32.84,-116.76
222900,32.82,-116.77
308600,32.82,-116.75
274600,32.8,-116.8
169100,32.86,-116.62
240600,32.79,-116.66
248900,32.75,-116.87
300300,32.73,-116.91
259900,32.72,-116.87
293100,32.67,-116.89
214500,32.74,-116.76
206100,32.61,-116.79
500001,37.81,-122.41
500001,37.81,-122.41
500001,37.81,-122.42
500001,37.8,-122.42
500001,37.8,-122.42
500001,37.8,-122.42
500001,37.8,-122.42
500001,37.8,-122.41
350000,37.8,-122.41
500001,37.8,-122.41
500001,37.8,-122.41
433300,37.8,-122.41
500001,37.8,-122.41
500001,37.8,-122.4
412500,37.8,-122.4
250000,37.81,-122.4
375000,37.8,-122.41
3.00E+05,37.8,-122.4
168800,37.8,-122.41
4.00E+05,37.8,-122.41
243800,37.8,-122.41
450000,37.8,-122.41
500001,37.8,-122.41
350000,37.8,-122.41
380000,37.79,-122.41
500001,37.8,-122.42
450000,37.8,-122.42
458300,37.8,-122.42
420000,37.8,-122.42
287500,37.8,-122.42
225000,37.79,-122.42
4.00E+05,37.79,-122.42
275000,37.79,-122.42
500001,37.79,-122.41
500001,37.79,-122.41
350000,37.79,-122.41
225000,37.8,-122.41
55000,37.79,-122.41
500001,37.8,-122.41
500001,37.8,-122.39
450000,37.79,-122.4
237500,37.79,-122.41
500001,37.79,-122.41
275000,37.79,-122.41
225000,37.79,-122.42
225000,37.79,-122.41
500001,37.78,-122.42
500001,37.78,-122.42
500001,37.81,-122.43
500001,37.8,-122.44
500001,37.8,-122.44
500001,37.81,-122.43
500001,37.81,-122.45
500001,37.8,-122.44
500001,37.8,-122.44
500001,37.8,-122.44
5.00E+05,37.8,-122.44
500001,37.8,-122.44
500001,37.8,-122.44
500001,37.8,-122.44
500001,37.8,-122.44
466700,37.8,-122.43
4.00E+05,37.8,-122.43
5.00E+05,37.8,-122.43
475000,37.8,-122.43
5.00E+05,37.8,-122.43
500001,37.8,-122.43
500001,37.8,-122.42
5.00E+05,37.8,-122.43
500001,37.8,-122.43
500001,37.8,-122.43
500001,37.8,-122.42
500001,37.79,-122.42
500001,37.79,-122.43
500001,37.79,-122.43
500001,37.79,-122.43
500001,37.79,-122.44
500001,37.79,-122.44
500001,37.79,-122.44
500001,37.79,-122.44
500001,37.79,-122.45
500001,37.79,-122.45
425000,37.79,-122.45
500001,37.79,-122.45
500001,37.79,-122.46
500001,37.79,-122.46
500001,37.79,-122.44
500001,37.79,-122.44
500001,37.79,-122.44
500001,37.79,-122.43
500001,37.79,-122.43
87500,37.79,-122.42
117500,37.79,-122.42
500001,37.79,-122.43
500001,37.79,-122.43
460000,37.79,-122.43
500001,37.79,-122.44
468800,37.79,-122.44
5.00E+05,37.79,-122.44
372200,37.78,-122.44
333300,37.78,-122.45
500001,37.79,-122.45
500001,37.78,-122.45
450000,37.79,-122.43
220000,37.78,-122.43
237500,37.78,-122.44
494400,37.78,-122.45
355300,37.78,-122.45
4.00E+05,37.78,-122.46
492300,37.78,-122.44
280000,37.78,-122.44
412500,37.78,-122.44
322700,37.78,-122.45
428300,37.78,-122.45
418400,37.78,-122.45
146900,37.78,-122.44
350000,37.78,-122.43
471400,37.78,-122.44
341700,37.78,-122.44
346200,37.78,-122.44
293800,37.78,-122.44
287500,37.78,-122.43
275000,37.78,-122.43
187500,37.78,-122.42
72500,37.78,-122.42
115000,37.78,-122.43
112500,37.78,-122.43
275000,37.78,-122.42
187500,37.78,-122.42
177500,37.78,-122.43
316700,37.78,-122.43
442900,37.78,-122.43
425000,37.77,-122.43
475000,37.78,-122.44
364300,37.77,-122.44
